track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,artist_image_url,album_image_url,artist_image_url_valid,album_image_url_valid
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,0,105062254,29,3,18,0,19,137,C#,Minor,84,44,67,8,0,11,6,,https://i.scdn.co/image/ab67616d0000b2736a781a84ae7590cde3d6ec7c,False,True
Everything I Love,Morgan Wallen,1,2023,1,31,579,0,95623148,11,54,0,0,103,104,G#,Major,56,72,85,0,0,15,3,https://i.scdn.co/image/ab6761610000e5ebcdb9694bfa4a026ee19426ae,,True,False
Heaven,Niall Horan,1,2023,2,17,1553,2,144584800,61,6,48,0,150,92,F,Major,57,68,76,7,0,33,3,https://i.scdn.co/image/ab6761610000e5ebeccc1cde8e9fdcf1c9289897,https://i.scdn.co/image/ab67616d0000b273049df4a158c685d61d129212,True,True
LET GO,Central Cee,1,2022,12,15,2301,20,298063749,49,23,110,0,8,146,D,Minor,74,51,45,86,0,21,38,https://i.scdn.co/image/ab6761610000e5eb5fe7cabb8de1c0266cd2179c,https://i.scdn.co/image/ab67616d0000b273cbb3701743a568e7f1c4e967,True,True
Sial,Mahalini,1,2023,1,23,134,4,166570053,4,6,0,0,23,120,D,Major,56,20,43,89,0,12,4,https://i.scdn.co/image/ab6761610000e5eb1264a169b9cdf4acaeab5e8f,https://i.scdn.co/image/ab67616d0000b2732f13b87d40148054c782bded,True,True
I Wrote The Book,Morgan Wallen,1,2023,1,31,430,0,83021468,15,17,0,0,0,144,D,Major,68,83,81,9,0,8,4,https://i.scdn.co/image/ab6761610000e5ebcdb9694bfa4a026ee19426ae,,True,False
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,139836056,11,101,0,0,48,94,A,Major,59,44,56,80,0,6,3,,,False,False
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629,14,303216294,32,3,9,0,0,94,G#,Major,73,65,79,5,2,11,6,https://i.scdn.co/image/ab6761610000e5eba5c58d9cdf92d0f1ecd7d6e9,https://i.scdn.co/image/ab67616d0000b27360ddc59c8d590a37cf2348f3,True,True
PLAYA DEL INGLÃ¯Â¿Â½,"Myke Towers, Quevedo",2,2022,12,15,1701,15,221409663,30,15,34,2,47,113,G,Minor,79,66,74,8,0,11,5,,,False,False
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,329,0,58890931,14,35,1,0,0,148,E,Major,50,49,76,12,0,12,3,,,False,False
Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1168,0,81419389,45,11,20,0,21,98,C#,Major,70,29,73,12,0,11,26,https://i.scdn.co/image/ab6761610000e5eb07a50f0a9a8f11e5a1102cbd,https://i.scdn.co/image/ab67616d0000b273064c51559ea4a86bd557a86f,True,True
Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162,6,156777415,1,10,1,0,1,140,B,Major,58,26,38,91,0,10,4,https://i.scdn.co/image/ab6761610000e5eb8b3d777345ecd2f25f408586,https://i.scdn.co/image/ab67616d0000b2734697d4ee22b3f63c17a3b9ec,True,True
Nobody Gets Me,SZA,1,2022,12,9,2536,6,284908316,59,100,58,13,2,100,G,Major,36,28,28,81,0,18,3,https://i.scdn.co/image/ab67616d0000b2733e5e82855f1cf77c1659919b,,True,False
PERO TÃ¯Â¿,"Karol G, Quevedo",2,2023,2,23,387,11,93438910,11,15,14,3,1,140,F#,Major,86,68,79,39,0,11,29,,,False,False
Hype Boy,NewJeans,1,2022,8,1,892,17,363472647,20,119,12,2,7,100,E,Minor,59,78,94,27,0,29,23,https://i.scdn.co/image/ab6761610000e5eb80668ba2b15094d083780ea9,,True,False
Bloody Mary,Lady Gaga,1,2011,1,1,3909,0,372476382,66,26,277,3,734,100,A,Minor,59,49,65,2,0,13,3,https://i.scdn.co/image/ab6761610000e5eb60f57316669a4ba12eb37b94,,True,False
MonotonÃ¯Â¿Â½,"Ozuna, Shakira",2,2022,10,19,3645,15,380726517,118,34,150,4,19,132,,Minor,87,82,70,42,0,21,5,,,False,False
Ã½Ã½Ã½98 Braves,Morgan Wallen,1,2023,3,3,282,0,56533272,6,15,0,0,0,142,D,Major,49,48,67,10,0,26,3,https://i.scdn.co/image/ab6761610000e5ebcdb9694bfa4a026ee19426ae,,True,False
WANDA,Quevedo,1,2023,1,20,888,22,175399345,11,24,7,1,7,176,E,Minor,72,96,63,25,0,21,7,https://i.scdn.co/image/ab6761610000e5eb6bb5ca52323ab20a1bd5db9c,,True,False
Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,203221468,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3,https://i.scdn.co/image/ab6761610000e5ebcdb9694bfa4a026ee19426ae,https://i.scdn.co/image/ab67616d0000b273cfadf73b73ba2fbcbbf549de,True,True
In The End,Linkin Park,1,2000,10,24,25065,6,1624165576,63,0,"6,808",2,0,105,D#,Minor,55,40,90,1,0,32,6,https://i.scdn.co/image/ab6761610000e5ebc7e6bd9e65eab62a53355576,,True,False
Zona De Perigo,Leo Santana,1,2022,12,8,531,4,134294498,20,1,71,2,0,135,F,Major,81,97,77,75,0,35,3,https://i.scdn.co/image/ab6761610000e5eb16b3265c99eabd168d90bca9,https://i.scdn.co/image/ab67616d0000b2737fc5a85369c7df7f5f63efa3,True,True
Lovezinho,Treyce,1,2022,7,28,242,0,70069745,12,2,13,0,4,128,E,Minor,82,61,59,30,0,12,4,https://i.scdn.co/image/ab67616d0000b273b48438a2398aac6cfa81871e,,True,False
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408,94,21,80,15,38,101,F,Major,74,43,69,12,0,12,7,,,False,False
Neverita,Bad Bunny,1,2022,5,6,2590,30,671365962,20,64,35,6,0,122,A#,Major,88,43,50,7,0,14,5,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,,True,False
Vista Al Mar,Quevedo,1,2022,9,8,1769,34,362361576,16,19,21,3,4,105,,Minor,76,49,56,80,12,10,13,https://i.scdn.co/image/ab6761610000e5eb6bb5ca52323ab20a1bd5db9c,https://i.scdn.co/image/ab67616d0000b2732c5491e86af2ecd6f07c2aa9,True,True
Sem AlianÃ¯Â¿Â½Ã¯Â¿Â½a no ,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454,4,93587665,6,1,21,0,1,83,C#,Major,53,40,36,73,0,11,33,,,False,False
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149,122,88,580,21,10,77,B,Minor,72,59,76,24,0,42,28,,https://i.scdn.co/image/ab67616d0000b273aa597e50829169e6994eb403,False,True
Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230,7,0,203,0,2,140,B,Minor,75,18,25,78,0,11,26,https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4,https://i.scdn.co/image/ab67616d0000b2735485ea186d6971e18fabcc2f,True,True
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310,26,69,73,2,6,158,C#,Major,65,72,95,31,0,92,5,,https://i.scdn.co/image/ab67616d0000b273bfd0c5fc77ce47d1623fcfd7,False,True
LA CANCIÃ¯Â¿Â½,"J Balvin, Bad Bunny",2,2019,6,28,6398,31,1435127549,177,109,305,3,5,176,G,Major,75,43,65,15,0,11,32,,,False,False
QuÃ¯Â¿Â½Ã¯Â¿Â½ Ago,"Yuridia, Angela Aguilar",2,2022,10,20,660,15,236857112,19,59,18,5,52,98,B,Major,73,88,57,56,0,5,2,https://i.scdn.co/image/ab67616d0000b273376cbe292f07b5fe3cde041e,,True,False
Love Again,The Kid Laroi,1,2023,1,27,1283,0,147538971,57,4,48,0,0,107,B,Minor,66,47,40,72,0,11,3,https://i.scdn.co/image/ab6761610000e5ebebf5c408f4d003817161e061,https://i.scdn.co/image/ab67616d0000b273a53643fc03785efb9926443d,True,True
After Hours,The Weeknd,1,2020,2,19,8084,6,698086140,45,115,218,1,221,109,F,Minor,66,16,57,10,1,12,3,https://i.scdn.co/image/ab6761610000e5eb9e528993a2820267b97f6aae,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,True,True
About Damn Time,Lizzo,1,2022,7,15,2332,2,723894473,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7,https://i.scdn.co/image/ab6761610000e5eb0d66b3670294bf801847dae2,https://i.scdn.co/image/ab67616d0000b273f53eae8ef743526f0fe2f36a,True,True
Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,203,0,34450974,5,9,0,0,0,148,,Major,53,61,81,5,0,36,4,https://i.scdn.co/image/ab6761610000e5ebcdb9694bfa4a026ee19426ae,,True,False
Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½,Fujii Kaze,1,2020,5,20,685,14,403097450,24,94,9,0,23,158,F#,Minor,60,52,76,17,0,19,5,https://i.scdn.co/image/ab6761610000e5ebc5a3e6e9027505f5cba5fdbc,,True,False
Besos Moja2,"Wisin & Yandel, ROSALÃ¯Â¿Â½",2,2022,9,29,2460,13,309483971,53,7,56,3,1,94,F,Minor,74,64,73,6,0,10,6,,,False,False
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866,11,80,1,0,8,96,F#,Minor,70,40,51,35,0,10,4,https://i.scdn.co/image/ab6761610000e5eb20fa149bac34fd606f770f8d,https://i.scdn.co/image/ab67616d0000b273b4f3977c78f3c6428e498cfb,True,True
Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996,74,113,85,9,2,100,F,Minor,80,29,67,29,0,12,3,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,,True,False
My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512,0,0,0,0,0,105,A,Major,58,42,68,1,0,14,4,,https://i.scdn.co/image/ab67616d0000b273f60a9b7e2abafc38da31f575,False,True
Devil DonÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½,Morgan Wallen,1,2023,3,3,166,0,32526947,2,10,0,0,0,125,,Major,53,32,66,38,0,9,3,https://i.scdn.co/image/ab6761610000e5ebcdb9694bfa4a026ee19426ae,,True,False
LLYLM,ROSALÃ¯Â¿Â½,1,2023,1,27,1838,0,124988687,105,41,114,1,59,170,F#,Minor,56,56,63,13,0,19,27,,,False,False
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,1890,0,103787664,86,1,49,0,9,115,,Major,70,84,90,17,0,41,6,,,False,False
TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790,88,24,101,7,451,122,G#,Major,64,25,89,0,0,15,9,https://i.scdn.co/image/ab67616d0000b273dea2d7ef77ad8e3ec3739d23,https://i.scdn.co/image/ab67616d0000b2735b8cf73dd4eebd286d9a2c78,True,True
ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721,23,95,11,0,3,105,A#,Minor,88,82,80,8,0,11,8,https://i.scdn.co/image/ab6761610000e5ebd7d7064b17d00c6f8755eae6,https://i.scdn.co/image/ab67616d0000b273a991995542d50a691b9ae5be,True,True
Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,156338624,27,0,28,13,0,133,F,Major,66,74,84,25,0,21,4,https://i.scdn.co/image/ab6761610000e5eb90ddbcd825c7b6142d269e26,,True,False
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,415,2,152850295,15,40,21,1,15,100,,Major,79,60,68,7,0,26,4,,https://i.scdn.co/image/ab67616d0000b273f7994d33de90ec347aa477c3,False,True
Shirt,SZA,1,2022,10,28,3469,0,309653982,71,95,31,0,2,120,D#,Minor,82,55,45,15,3,9,10,https://i.scdn.co/image/ab67616d0000b2733e5e82855f1cf77c1659919b,https://i.scdn.co/image/ab67616d0000b2735a5eecf7316209bcdd847584,True,True
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,297328960,129,31,212,1,41,177,A,Major,25,17,30,90,0,13,3,https://i.scdn.co/image/ab6761610000e5eb99e4fca7c0b7cb166d915789,https://i.scdn.co/image/ab67616d0000b273a790c56cff6e3463bf9935cb,True,True
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354,113,17,208,0,192,142,D,Minor,64,31,72,15,0,9,5,https://i.scdn.co/image/ab6761610000e5eb0eefd7d68573ea8f0f4db84a,https://i.scdn.co/image/ab67616d0000b27304cd9a1664fb4539a55643fe,True,True
"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035,47,60,87,12,124,144,E,Minor,57,47,84,1,1,52,4,https://i.scdn.co/image/ab6761610000e5eb5f316929b9b3b61a5edb8139,https://i.scdn.co/image/ab67616d0000b273eb519b5155cb215ec39d3093,True,True
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0,1065580332,113,92,259,0,1,120,B,Minor,65,80,86,9,0,19,10,,,False,False
"Hey, Mickey!",Baby Tate,1,2016,9,27,482,0,122763672,9,1,12,4,3,135,D,Major,92,73,51,55,0,15,6,https://i.scdn.co/image/ab6761610000e5ebe7b0d119183e74ec390d7aec,https://i.scdn.co/image/ab67616d0000b2732571034f34b381958f8cc727,True,True
Calm Down,RÃ¯Â¿Â½Ã¯,1,2022,2,9,4013,10,445763624,107,44,750,22,,107,B,Major,81,82,78,38,0,12,4,,,False,False
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,1365184,13,78,2,0,0,105,G,Major,82,62,74,10,0,33,7,,,False,False
Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,184308753,12,1,11,0,8,108,F#,Minor,44,38,77,9,0,9,20,,,False,False
Space Song,Beach House,1,2015,1,1,17852,4,789753877,69,76,335,0,,147,,Minor,51,62,79,22,13,14,3,https://i.scdn.co/image/ab6761610000e5ebb3e38a46a56a423d8f741c09,,True,False
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323358833,11,78,35,0,21,115,,Major,71,34,88,16,0,44,4,,,False,False
Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689,124,66,212,13,1,174,F,Major,70,57,64,23,0,8,32,,https://i.scdn.co/image/ab67616d0000b2739a9716c90ceeb1890921e44f,False,True
MuÃ¯Â¿Â½Ã¯Â¿Â½,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120972253,33,7,53,2,0,90,A#,Minor,68,83,71,3,0,31,8,,,False,False
TV,Billie Eilish,1,2022,7,21,3009,2,338564981,68,89,65,0,25,141,E,Minor,41,9,25,84,1,14,4,https://i.scdn.co/image/ab6761610000e5eb4a21b4760d2ecb7b0dcdc8da,,True,False
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953,136,24,"1,959",0,30,82,F,Major,68,50,49,56,0,8,4,https://i.scdn.co/image/ab6761610000e5ebf057d1dce23e7f4d5d0f32e5,https://i.scdn.co/image/ab67616d0000b273e55f670b7c233ad666ece8b6,True,True
Heather,Conan Gray,1,2020,3,20,6170,7,1301799902,82,1,231,0,2,92,F,Major,47,25,43,62,0,32,3,https://i.scdn.co/image/ab6761610000e5ebc1c8fa15e08cb31eeb03b771,,True,False
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,140187018,21,79,2,0,0,116,G#,Minor,77,65,80,6,0,15,4,,,False,False
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,1897517891,537,122,"2,726",6,,124,A,Minor,79,59,86,4,0,8,11,,https://i.scdn.co/image/ab67616d0000b273d09f96d82310d4d77c14c108,False,True
Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809,12,56,13,0,13,125,A#,Minor,71,83,89,1,0,17,9,https://i.scdn.co/image/ab6761610000e5eb3835e2ba41427e8356bbd091,https://i.scdn.co/image/ab67616d0000b273c59fb24d4a7d3b25f4832532,True,True
Pink Venom,BLACKPINK,1,2022,8,19,1963,16,551305895,57,119,77,1,13,90,,Major,80,71,69,2,0,27,10,https://i.scdn.co/image/ab6761610000e5ebc9690bc711d04b3d4fd4b87c,https://i.scdn.co/image/ab67616d0000b273797b37e01334a0897825d8b1,True,True
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,556585270,128,84,75,0,35,83,C#,Major,46,34,64,31,0,7,34,,,False,False
Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,2303033973,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8,https://i.scdn.co/image/ab6761610000e5eb0c68f6c95232e716f0abee8d,https://i.scdn.co/image/ab67616d0000b27380757a89dae139e32e7e03d0,True,True
After Dark,Mr.Kitty,1,2014,8,8,1776,14,646886885,1,9,3,0,0,140,G#,Major,58,4,60,7,41,8,3,https://i.scdn.co/image/ab6761610000e5ebc80284446d5c44a9f1171f41,,True,False
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,222612678,27,64,66,1,4,154,,Major,64,61,91,15,0,72,4,,https://i.scdn.co/image/ab67616d0000b27319bb2fb697a42c1084d71f6c,False,True
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1814349763,300,47,690,0,,150,D#,Minor,74,89,70,2,0,5,6,,,False,False
MIDDLE OF THE NIGHT,Elley DuhÃ¯Â¿,1,2020,1,10,4057,8,872137015,78,21,240,1,52,186,E,Minor,41,9,61,2,0,12,5,,,False,False
Atlantis,Seafret,1,2015,4,22,3045,6,571386359,43,53,134,1,32,166,G#,Minor,40,23,48,5,0,12,3,https://i.scdn.co/image/ab6761610000e5eb7f753324eacfbe0db36d64e5,https://i.scdn.co/image/ab67616d0000b27339cfb5e035c2d5ff6e22c461,True,True
PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,304079786,54,32,66,2,0,107,,Major,87,20,83,0,4,31,9,,,False,False
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928,14,1,50,0,0,87,G,Major,87,52,52,31,0,28,24,,,False,False
How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823,72,97,58,0,154,82,G#,Major,40,39,64,21,0,7,7,https://i.scdn.co/image/ab6761610000e5eb0f1e2654ed4fa751799b4140,https://i.scdn.co/image/ab67616d0000b273bfedccaca3c8425fdc0a7c73,True,True
Blind,SZA,1,2022,12,9,1484,0,163284000,22,51,12,0,0,114,A,Minor,46,60,28,91,0,21,4,https://i.scdn.co/image/ab67616d0000b2733e5e82855f1cf77c1659919b,,True,False
Die For You,Joji,1,2022,11,4,1703,0,246390068,38,45,36,16,0,148,G#,Major,47,15,52,38,13,29,5,https://i.scdn.co/image/ab67616d0000b273447745aec94b54fa1f6a0f93,,True,False
Doja,Central Cee,1,2022,7,20,4169,44,482257456,57,44,183,1,11,140,F#,Major,91,97,57,38,0,40,29,https://i.scdn.co/image/ab6761610000e5eb5fe7cabb8de1c0266cd2179c,https://i.scdn.co/image/ab67616d0000b2733c7d945b6baf935e8a0ebdaa,True,True
Gatita,Bellakath,1,2022,10,3,1054,0,168684524,9,0,15,0,1,101,G,Major,90,76,81,15,24,33,6,https://i.scdn.co/image/ab6761610000e5eb16fbedc9513ef989a5422da6,https://i.scdn.co/image/ab67616d0000b273badc6feeab6aeca6639ad4bd,True,True
Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78489819,39,45,27,0,1,140,C#,Minor,81,6,84,5,23,6,6,,https://i.scdn.co/image/ab67616d0000b273352f154c54727bc8024629bc,False,True
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622,12,22,12,0,2,88,G,Minor,49,24,66,19,0,18,29,,,False,False
Yonaguni,Bad Bunny,1,2021,6,4,9644,28,1260594497,120,86,164,4,0,180,C#,Major,64,44,65,28,0,14,12,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,https://i.scdn.co/image/ab67616d0000b27364afd6879102d03460bd3ad9,True,True
Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680,104,17,76,9,2,133,D,Major,95,91,89,6,0,31,24,https://i.scdn.co/image/ab6761610000e5eb07a50f0a9a8f11e5a1102cbd,https://i.scdn.co/image/ab67616d0000b273c2b3ab9829aefad24fa2c1bc,True,True
Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0,1024858327,117,1,676,3,0,108,A#,Minor,63,20,55,72,0,6,6,https://i.scdn.co/image/ab6761610000e5eb187017724e58e78ee1f5a8e4,,True,False
Dream On,Aerosmith,1,1973,1,5,168,0,838586769,0,0,5,0,0,80,F,Minor,39,24,43,39,0,23,3,https://i.scdn.co/image/ab6761610000e5ebc5733401b4689b2064458e7d,https://i.scdn.co/image/ab67616d0000b273a3ea841bd3942f6565e67221,True,True
Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237,14,1,17,0,2,75,B,Minor,80,46,62,3,6,11,46,https://i.scdn.co/image/ab6761610000e5eb043681a0d16ab5885a68d0e9,,True,False
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632,238,122,557,17,58,121,F#,Minor,67,26,64,52,0,17,10,,https://i.scdn.co/image/ab67616d0000b2738d7a7f1855b04104ba59c18b,False,True
WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580,34,54,34,0,2,140,D,Minor,58,17,62,18,0,20,8,,,False,False
Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,https://i.scdn.co/image/ab6761610000e5eb784daff754ecfe0464ddbeb9,https://i.scdn.co/image/ab67616d0000b273612413e0c31be02e4ac8bd35,True,True
KICK BACK,Kenshi Yonezu,1,2022,10,12,574,4,210038833,38,101,26,0,0,102,C#,Major,58,29,94,0,0,9,11,https://i.scdn.co/image/ab6761610000e5eb79f67e1710789759ccc53879,https://i.scdn.co/image/ab67616d0000b273303d8545fce8302841c39859,True,True
Evergreen (You DidnÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½t Deserve Me A,Omar Apollo,1,2022,4,8,2499,0,227918678,70,0,49,0,0,82,A,Major,70,31,34,60,1,11,4,https://i.scdn.co/image/ab6761610000e5ebae8080a07532b843b42acec1,,True,False
Good Days,SZA,1,2020,12,24,10426,2,826623384,133,109,182,1,10,121,C#,Minor,46,53,78,23,0,72,6,https://i.scdn.co/image/ab67616d0000b2733e5e82855f1cf77c1659919b,https://i.scdn.co/image/ab67616d0000b2733097b1375ab17ae5bf302a0a,True,True
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,15894,8,1802514301,198,13,544,0,60,103,F#,Minor,70,92,83,1,0,7,6,,https://i.scdn.co/image/ab67616d0000b273c5e7aa639b2920099f8c3b94,False,True
Woman,Doja Cat,1,2021,6,25,9424,0,1329090101,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9,https://i.scdn.co/image/ab6761610000e5ebe94f88ff74ae4ddcab961f97,,True,False
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,181831132,2,4,6,0,0,85,F,Minor,65,36,47,31,0,12,10,https://i.scdn.co/image/ab6761610000e5eb939033cc36c08ab68b33f760,https://i.scdn.co/image/ab67616d0000b2737437083c2521a8c077b9cfd7,True,True
Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462791599,173,79,175,0,168,125,C#,Minor,84,70,69,1,0,5,5,,https://i.scdn.co/image/ab67616d0000b2736cc861b5c9c7cdef61b010b4,False,True
"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203,8,18,20,0,1,120,D,Major,69,40,39,41,0,13,6,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,,True,False
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366599607,26,98,4,0,0,94,,Major,58,44,57,57,0,10,3,,https://i.scdn.co/image/ab67616d0000b273c08202c50371e234d20caf62,False,True
Agudo MÃ¯Â¿Â½Ã¯Â¿Â½gi,"Styrx, utku INC, Thezth",3,1930,1,1,323,0,90598517,4,0,14,0,0,130,F#,Minor,65,49,80,22,4,7,5,,,False,False
Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,1479264469,56,38,"1,891",1,,110,E,Major,74,51,74,2,0,29,4,,,False,False
All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,1449779435,387,132,"2,094",0,,150,G,Major,34,33,63,16,0,7,4,https://i.scdn.co/image/ab6761610000e5eb21b66418f7f3b86967f85bce,https://i.scdn.co/image/ab67616d0000b273d021cb24319e4411ba08c9a4,True,True
Last Christmas,Wham!,1,1984,1,1,22153,0,1159176109,274,111,"1,302",0,,107,B,Minor,74,88,65,28,0,46,3,https://i.scdn.co/image/ab6761610000e5eb03e73d13341a8419eea9fcfb,https://i.scdn.co/image/ab67616d0000b273f2d2adaa21ad616df6241e7d,True,True
Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,14994,0,769213520,191,168,206,0,,140,G#,Major,70,85,41,71,0,45,5,https://i.scdn.co/image/ab6761610000e5eb4ea49bdca366a3baa5cbb006,https://i.scdn.co/image/ab67616d0000b2731bc5458abee15666acaed916,True,True
Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563,165,99,104,0,,119,D,Major,74,78,37,84,0,6,3,https://i.scdn.co/image/ab6761610000e5ebbec4ae689dc30a2b59a19038,https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17,True,True
It's Beginning To Look A Lot Like Christmas,Michael BublÃ¯Â¿,1,2011,10,14,12353,0,807561936,35,0,549,0,0,93,E,Major,35,38,23,91,0,29,3,,,False,False
Santa Tell Me,Ariana Grande,1,2013,12,13,9408,0,834129063,231,106,439,0,,133,G,Major,46,53,63,5,0,30,18,https://i.scdn.co/image/ab6761610000e5eb40b5c07ab77b6b1a9075fdc0,https://i.scdn.co/image/ab67616d0000b273a1db745e63940bc06985dea5,True,True
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097,182,107,160,0,1,202,G,Major,24,76,60,77,0,12,4,https://i.scdn.co/image/ab6761610000e5eb5888acdca5e748e796b4e69b,,True,False
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6512,0,446390129,88,1,277,0,0,134,C#,Major,45,72,24,91,0,18,4,https://i.scdn.co/image/ab6761610000e5eb4dccee2f9fe2960b14f9a4d3,https://i.scdn.co/image/ab67616d0000b2736787c7233c69b5f425de1731,True,True
